Temperature,pH,LobsterWeight,Temperature_Membership_Params,PH_Membership_Params,Temperature_Memberships,PH_Memberships,Takaran_Membership_Params,Takaran_Memberships,Alpha_Predikats,a_values
25.0,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.55, 5.0]}]"
29.0,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 1.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.55, 5.0]}]"
29.1,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.95, 'tinggi': 0.05}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.8, 'Rule 8': 0.05, 'Rule 9': 0.05}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.55, 5.0]}, {'alpha_level': 0.05, 'a_values': [3.0, 5.0]}]"
29.2,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.9, 'tinggi': 0.1}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.8, 'Rule 8': 0.1, 'Rule 9': 0.1}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.55, 5.0]}, {'alpha_level': 0.1, 'a_values': [3.0, 5.0]}]"
29.3,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.85, 'tinggi': 0.15}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.8, 'Rule 8': 0.15, 'Rule 9': 0.15}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.55, 5.0]}, {'alpha_level': 0.15, 'a_values': [3.0, 5.0]}]"
29.4,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.8, 'tinggi': 0.2}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.8, 'Rule 8': 0.2, 'Rule 9': 0.2}","[{'alpha_level': 0.8, 'a_values': [3.7, 4.3]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
29.5,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.75, 'tinggi': 0.25}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.75, 'Rule 8': 0.2, 'Rule 9': 0.25}","[{'alpha_level': 0.75, 'a_values': [3.69, 4.31]}, {'alpha_level': 0.25, 'a_values': [3.0, 4.44]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
29.6,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.7, 'tinggi': 0.3}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.7, 'Rule 8': 0.2, 'Rule 9': 0.3}","[{'alpha_level': 0.7, 'a_values': [3.68, 4.32]}, {'alpha_level': 0.3, 'a_values': [3.0, 4.42]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
29.7,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.65, 'tinggi': 0.35}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.65, 'Rule 8': 0.2, 'Rule 9': 0.35}","[{'alpha_level': 0.65, 'a_values': [3.66, 4.34]}, {'alpha_level': 0.35, 'a_values': [3.0, 4.41]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
29.8,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.6, 'tinggi': 0.4}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.6, 'Rule 8': 0.2, 'Rule 9': 0.4}","[{'alpha_level': 0.6, 'a_values': [3.65, 4.35]}, {'alpha_level': 0.4, 'a_values': [3.0, 4.4]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
29.9,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.55, 'tinggi': 0.45}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.55, 'Rule 8': 0.2, 'Rule 9': 0.45}","[{'alpha_level': 0.55, 'a_values': [3.64, 4.36]}, {'alpha_level': 0.45, 'a_values': [3.0, 4.39]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.0,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.5, 'tinggi': 0.5}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.5, 'Rule 8': 0.2, 'Rule 9': 0.5}","[{'alpha_level': 0.5, 'a_values': [3.0, 4.37]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.1,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.45, 'tinggi': 0.55}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.45, 'Rule 8': 0.2, 'Rule 9': 0.55}","[{'alpha_level': 0.55, 'a_values': [3.0, 3.61]}, {'alpha_level': 0.45, 'a_values': [3.0, 4.39]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.2,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.4, 'tinggi': 0.6}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.4, 'Rule 8': 0.2, 'Rule 9': 0.6}","[{'alpha_level': 0.6, 'a_values': [3.0, 3.6]}, {'alpha_level': 0.4, 'a_values': [3.0, 4.4]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.3,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.35, 'tinggi': 0.65}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0, 'sedang': 1.0, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.35, 'Rule 8': 0.2, 'Rule 9': 0.65}","[{'alpha_level': 0.65, 'a_values': [3.0, 3.59]}, {'alpha_level': 0.35, 'a_values': [3.0, 4.41]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.4,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.3, 'tinggi': 0.7}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.0697, 'sedang': 0.9303, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.3, 'Rule 8': 0.2, 'Rule 9': 0.7}","[{'alpha_level': 0.7, 'a_values': [3.0, 3.57]}, {'alpha_level': 0.3, 'a_values': [3.0, 4.42]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.5,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.25, 'tinggi': 0.75}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.1965, 'sedang': 0.8035, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.25, 'Rule 8': 0.2, 'Rule 9': 0.75}","[{'alpha_level': 0.75, 'a_values': [3.0, 3.56]}, {'alpha_level': 0.25, 'a_values': [3.0, 4.44]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.6,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.2, 'tinggi': 0.8}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.3284, 'sedang': 0.6716, 'banyak': 0.0}","{'Rule 2': 0.2, 'Rule 3': 0.2, 'Rule 8': 0.2, 'Rule 9': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 5.0]}]"
30.7,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.15, 'tinggi': 0.85}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.4827, 'sedang': 0.5173, 'banyak': 0.0}","{'Rule 2': 0.15, 'Rule 3': 0.15, 'Rule 8': 0.2, 'Rule 9': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}, {'alpha_level': 0.15, 'a_values': [3.0, 5.0]}]"
30.8,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.1, 'tinggi': 0.9}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.6456, 'sedang': 0.3544, 'banyak': 0.0}","{'Rule 2': 0.1, 'Rule 3': 0.1, 'Rule 8': 0.2, 'Rule 9': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}, {'alpha_level': 0.1, 'a_values': [3.0, 5.0]}]"
30.9,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.05, 'tinggi': 0.95}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.8176, 'sedang': 0.1824, 'banyak': 0.0}","{'Rule 2': 0.05, 'Rule 3': 0.05, 'Rule 8': 0.2, 'Rule 9': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}, {'alpha_level': 0.05, 'a_values': [3.0, 5.0]}]"
31.0,8.7,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.0, 'normal': 0.0, 'tinggi': 1.0}","{'asam': 0.0, 'netral': 0.2, 'basa': 0.8}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.9992, 'sedang': 0.0008, 'banyak': 0.0}","{'Rule 8': 0.2, 'Rule 9': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}]"
23.0,8.8,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 1.0, 'normal': 0.0, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.1333, 'basa': 0.8667}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 5': 0.1333, 'Rule 6': 0.8667}","[{'alpha_level': 0.867, 'a_values': [3.0, 3.53]}, {'alpha_level': 0.133, 'a_values': [3.0, 4.47]}]"
23.1,8.8,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.95, 'normal': 0.05, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.1333, 'basa': 0.8667}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 1.0, 'sedang': 0.0, 'banyak': 0.0}","{'Rule 2': 0.05, 'Rule 3': 0.05, 'Rule 5': 0.1333, 'Rule 6': 0.8667}","[{'alpha_level': 0.867, 'a_values': [3.0, 3.53]}, {'alpha_level': 0.133, 'a_values': [3.0, 4.47]}, {'alpha_level': 0.05, 'a_values': [3.0, 5.0]}]"
23.2,8.8,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.9, 'normal': 0.1, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.1333, 'basa': 0.8667}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.8504, 'sedang': 0.1496, 'banyak': 0.0}","{'Rule 2': 0.1, 'Rule 3': 0.1, 'Rule 5': 0.1333, 'Rule 6': 0.8667}","[{'alpha_level': 0.867, 'a_values': [3.0, 3.53]}, {'alpha_level': 0.133, 'a_values': [3.0, 4.47]}, {'alpha_level': 0.1, 'a_values': [3.0, 5.0]}]"
23.3,8.8,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.85, 'normal': 0.15, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.1333, 'basa': 0.8667}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.6833, 'sedang': 0.3167, 'banyak': 0.0}","{'Rule 2': 0.1333, 'Rule 3': 0.15, 'Rule 5': 0.1333, 'Rule 6': 0.85}","[{'alpha_level': 0.85, 'a_values': [3.0, 3.54]}, {'alpha_level': 0.15, 'a_values': [3.0, 4.46]}, {'alpha_level': 0.133, 'a_values': [3.0, 5.0]}]"
23.4,8.8,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.8, 'normal': 0.2, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.1333, 'basa': 0.8667}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.5361, 'sedang': 0.4639, 'banyak': 0.0}","{'Rule 2': 0.1333, 'Rule 3': 0.2, 'Rule 5': 0.1333, 'Rule 6': 0.8}","[{'alpha_level': 0.8, 'a_values': [3.0, 3.55]}, {'alpha_level': 0.2, 'a_values': [3.0, 4.45]}, {'alpha_level': 0.133, 'a_values': [3.0, 5.0]}]"
23.5,8.8,100.0,"{'rendah': [14.0, 14.0, 23.0, 25.0], 'normal': [23.0, 25.0, 29.0, 31.0], 'tinggi': [29.0, 31.0, 40.0, 40.0]}","{'asam': [4.0, 4.0, 5.0, 6.5], 'netral': [5.0, 6.5, 7.5, 9.0], 'basa': [7.5, 9.0, 14.0, 14.0]}","{'rendah': 0.75, 'normal': 0.25, 'tinggi': 0.0}","{'asam': 0.0, 'netral': 0.1333, 'basa': 0.8667}","{'sedikit': [3.0, 3.0, 3.5, 3.75], 'sedang': [3.5, 3.75, 4.25, 4.5], 'banyak': [4.25, 4.5, 5.0, 5.0]}","{'sedikit': 0.3952, 'sedang': 0.6048, 'banyak': 0.0}","{'Rule 2': 0.1333, 'Rule 3': 0.25, 'Rule 5': 0.1333, 'Rule 6': 0.75}","[{'alpha_level': 0.75, 'a_values': [3.0, 3.56]}, {'alpha_level': 0.25, 'a_values': [3.0, 4.44]}, {'alpha_level': 0.133, 'a_values': [3.0, 5.0]}]"
